week,region,category,revenue,orders,profit,avg_discount_rate,avg_order_value,profit_margin,revenue_ratio,orders_ratio,profit_ratio,discount_ratio
2019-04-15,East,Dairy Products,357907.16,13,49666.950000000004,0.2646153846153846,27531.32,0.1387704845021821,1.0151964874875865,0.8888888888888888,0.8657139930705947,1.15794599904964
2019-04-22,East,Dairy Products,364136.03,13,60457.46,0.21769230769230768,28010.46384615385,0.16602987625256418,1.0432302561502498,0.896551724137931,1.0786096332173987,0.9159447117124918
2019-04-29,East,Dairy Products,540724.5700000001,20,74534.31999999999,0.2895,27036.228500000005,0.13784156321951485,1.590097544794881,1.4545454545454546,1.3700169195002943,1.225330330737716
2019-05-06,East,Dairy Products,413249.64,16,68252.23,0.20249999999999999,25828.1025,0.1651598050998907,1.2029753383072708,1.1428571428571428,1.2723157176724866,0.8373812947733251
2019-05-13,East,Dairy Products,548106.44,18,82538.63,0.23444444444444443,30450.357777777775,0.15058868857662028,1.515420480212334,1.2743362831858407,1.4605881725520509,0.9991758529466672
2019-05-20,East,Dairy Products,247243.51,15,37914.2,0.266,16482.90066666667,0.15334760455390717,0.636491248924666,1.0169491525423728,0.6332008145691199,1.1300602303003346
2019-05-27,East,Dairy Products,203229.18,11,30305.6,0.1809090909090909,18475.38,0.14912031825351063,0.5543018753748953,0.7652173913043478,0.540270166281097,0.7654481511039296
2019-06-03,East,Dairy Products,484915.2,20,80606.95999999999,0.2475,24245.760000000002,0.16622898189209162,1.3078320637682055,1.3793103448275863,1.4249915978497654,1.083944833347725
2019-06-10,East,Dairy Products,283078.5,10,38897.51,0.254,28307.85,0.1374089166079374,0.7167651819415779,0.6349206349206349,0.6425671623237436,1.0676972452287192
2019-06-17,East,Dairy Products,345860.76,13,36722.9,0.3723076923076923,26604.673846153848,0.10617827821808985,0.89697580503789,0.8455284552845529,0.6204412096119147,1.573785675737204
2019-06-24,East,Dairy Products,312133.3,15,45063.02,0.23733333333333334,20808.886666666665,0.14437107479400627,0.814329522642096,0.975609756097561,0.8015258385714462,0.9274631821919527
2019-07-01,East,Dairy Products,373733.97,11,48207.71,0.29636363636363633,33975.81545454545,0.12898937177158395,1.053581769079342,0.7457627118644068,0.9175843838600926,1.188428849513818
2019-07-08,East,Dairy Products,475849.8,20,77041.1,0.187,23792.489999999998,0.1619021380275877,1.36039639426048,1.415929203539823,1.53983446566131,0.7161807354333617
2019-07-15,East,Dairy Products,327680.55,14,52790.64,0.2978571428571429,23405.75357142857,0.1611039776391977,0.9616294485494443,0.9739130434782609,1.0698302508619182,1.1672582980574322
2019-07-22,East,Dairy Products,488358.7,17,61030.52,0.28058823529411764,28726.982352941177,0.12497068241028571,1.3920882550272222,1.1929824561403508,1.1918992165326319,1.082688174966302
2019-07-29,East,Dairy Products,535884.98,20,76199.05,0.24,26794.249,0.14219291983141608,1.3866816184409863,1.3333333333333333,1.384303528137728,0.8835914146752442
2019-08-05,East,Dairy Products,359464.99,16,50249.81,0.304375,22466.561875,0.1397905537337586,0.9150823232992951,1.0666666666666667,0.9221154279555027,1.1244775704105687
2019-08-12,East,Dairy Products,617538.5700000001,20,94579.97,0.22400000000000003,30876.9285,0.15315637693690937,1.534749652066181,1.2698412698412698,1.6915531525207368,0.8087281114369488
2019-08-19,East,Dairy Products,246432.35,12,33904.25,0.2333333333333333,20536.029166666667,0.13758035420268483,0.5647835511974714,0.7218045112781954,0.5369249798015218,0.9028541736829443
2019-08-26,East,Dairy Products,462618.79,18,68076.47,0.23166666666666666,25701.04388888889,0.14715457191006012,1.0805871328853383,1.1076923076923078,1.1024461488648705,0.8981428410407744
2019-09-02,East,Dairy Products,363359.45,13,57379.66,0.25076923076923074,27950.726923076923,0.15791431872764009,0.8272672982555983,0.7591240875912408,0.8932914222323267,1.0036688979573885
2019-09-09,East,Dairy Products,340426.7,14,43159.4,0.32142857142857145,24316.192857142858,0.1267803024850871,0.8006888159125173,0.8615384615384616,0.698640135778616,1.246699081730754
2019-09-16,East,Dairy Products,429624.02,19,69146.25,0.26263157894736844,22611.79052631579,0.16094595921336055,1.006709743065442,1.1692307692307693,1.1415473051841916,1.0071382763935288
2019-09-23,East,Dairy Products,347569.89,14,54703.53,0.2928571428571428,24826.420714285716,0.15738857586311633,0.8286942477846237,0.8484848484848485,0.888233824887071,1.132797688766086
2019-09-30,East,Dairy Products,378366.67,16,54010.57,0.28875,23647.916875,0.14274663780506883,0.9557625947875608,1.0158730158730158,0.916988890519244,1.0890773199455202
2019-10-07,East,Dairy Products,395937.54,15,50093.94,0.26333333333333336,26395.836,0.12651980410849653,0.994213280664193,0.9523809523809523,0.8437582862223585,1.000584269651604
2019-10-14,East,Dairy Products,192030.76,9,36220.32,0.2222222222222222,21336.751111111113,0.18861728193962257,0.5182430013882943,0.5950413223140496,0.6731243068833391,0.8288897625530008
2019-10-21,East,Dairy Products,698927.42,27,119103.32,0.23370370370370372,25886.200740740744,0.17040870996304594,1.921493651013685,1.8305084745762712,2.2015902672828913,0.8762552272887592
2019-10-28,East,Dairy Products,503918.1,19,80818.11,0.16789473684210526,26522.005263157895,0.16037945451850213,1.2813204525925836,1.1968503937007875,1.3363418262760882,0.6289088105449224
2019-11-04,East,Dairy Products,309714.38,14,49613.520000000004,0.30357142857142855,22122.455714285716,0.16019120584585064,0.7538378394725499,0.8421052631578947,0.7824621062713493,1.183040842955601
2019-11-11,East,Dairy Products,234219.94,12,30930.38,0.2916666666666667,19518.328333333335,0.13205698882853442,0.5754632771407419,0.7218045112781954,0.48167886928170073,1.1466213482790502
2019-11-18,East,Dairy Products,436014.22,18,71316.36,0.23333333333333334,24223.01222222222,0.16356429843045028,1.1396514511932574,1.1428571428571428,1.1998705597964927,0.9043931004137479
2019-11-25,East,Dairy Products,371767.72,12,60921.950000000004,0.25666666666666665,30980.64333333333,0.163871005261027,0.9444331215605986,0.7384615384615385,0.990386390328663,1.0243744114091673
2019-12-02,East,Dairy Products,482795.7,26,70559.9,0.18384615384615385,18569.065384615384,0.14614856760323258,1.2290624120294817,1.6507936507936507,1.131180264275089,0.7456779193281116
2019-12-09,East,Dairy Products,327696.17,16,50481.1,0.251875,20481.010625,0.15404848948951708,0.811785132406378,0.9343065693430657,0.777403940903958,1.0645014376492081
2019-12-16,East,Dairy Products,399959.34,15,66297.44,0.21866666666666668,26663.956000000002,0.1657604495496967,0.9508539990142505,0.8333333333333334,0.9936952622137808,0.909899007332229
2019-12-23,East,Dairy Products,290614.61,15,38772.090000000004,0.226,19374.307333333334,0.13341411156170024,0.7582687524275455,0.9090909090909091,0.6449401582854333,0.947827221446994
2019-12-30,East,Dairy Products,233657.71000000002,10,39295.87,0.264,23365.771,0.16817707406273905,0.655241665006533,0.625,0.716272864299373,1.0744669080093838
2020-01-06,East,Dairy Products,307391.03,15,46443.810000000005,0.246,20492.735333333334,0.1510903229674594,0.8856216863013475,0.967741935483871,0.8669437134108752,1.0217779471451702
2020-01-13,East,Dairy Products,388154.98,19,71677.88,0.21947368421052632,20429.20947368421,0.184663043612116,1.089597408186578,1.1968503937007875,1.2912359004461542,0.933737952634351
2020-01-20,East,Dairy Products,431325.71,17,66579.62,0.21588235294117647,25372.100588235295,0.15436042521091542,1.2314631676239736,1.0625,1.1984180719164743,0.9252787340698222
2020-01-27,East,Dairy Products,479165.9,19,75327.27,0.24368421052631578,25219.257894736842,0.1572049889192866,1.3395770069159851,1.1428571428571428,1.3388310100264669,1.0677695428230973
2020-02-03,East,Dairy Products,621299.22,20,97316.05,0.2555,31064.961,0.15663314368880105,1.7391371053838318,1.2698412698412698,1.7115213258110333,1.0840154885078919
2020-02-10,East,Dairy Products,284936.91,12,39937.19,0.2841666666666667,23744.742499999997,0.14016151856212664,0.7232891431679177,0.7384615384615385,0.6368170873522301,1.2033268119399674
2020-02-17,East,Dairy Products,300800.78,16,46229.71,0.250625,18800.04875,0.153688796950593,0.7924813865906537,1.0078740157480315,0.7780327151934308,1.0257292207267683
2020-02-24,East,Dairy Products,384203.02,17,64801.38,0.2505882352941176,22600.177647058823,0.1686644212218842,1.008826479612137,1.0625,1.0737429459449046,1.0128194608617
2020-03-02,East,Dairy Products,495821.47,19,70256.87,0.24105263157894738,26095.86684210526,0.141697918002623,1.2406091426125954,1.125925925925926,1.1057263133450612,0.9809254221164001
2020-03-09,East,Dairy Products,408232.22,14,66428.98,0.25857142857142856,29159.444285714282,0.16272351065283383,0.9646011320663245,0.8057553956834532,0.9986955532352612,1.05487003612914
2020-03-16,East,Dairy Products,492858.38,19,76130.09,0.28368421052631576,25939.914736842107,0.1544664615421574,1.15769691091179,1.1343283582089552,1.1559446304998622,1.1346968295300142
2020-03-23,East,Dairy Products,396210.55,14,55875.86,0.2714285714285714,28300.75357142857,0.14102567435420385,0.9141603081736462,0.8235294117647058,0.8333033758855856,1.0500786166051221
2020-03-30,East,Dairy Products,456528.97,16,73750.43000000001,0.268125,28533.060625,0.1615460022175592,1.0791490882086494,0.9770992366412213,1.1412585722284703,1.0235650225995696
2020-04-06,East,Dairy Products,448742.11,19,66235.88,0.23684210526315788,23618.005789473682,0.1476034419858658,1.1150284090317895,1.1968503937007875,1.0739273470279342,0.8987284534320009
2020-04-13,East,Dairy Products,445384.61,18,72310.82,0.27055555555555555,24743.589444444442,0.16235590179014045,1.0531061987248025,1.0746268656716418,1.1130966317317454,1.0502335866054342
2020-04-20,East,Dairy Products,355970.66000000003,14,50433.79,0.2957142857142857,25426.475714285716,0.1416796260680585,0.8071939768456768,0.8235294117647058,0.739240533603464,1.1368992753598268
2020-04-27,East,Dairy Products,381084.75,15,52500.85,0.2773333333333333,25405.65,0.13776686157081855,0.8711133358802018,0.9022556390977443,0.7903440786272744,1.043600197953417
2020-05-04,East,Dairy Products,492866.35,18,62040.12,0.30777777777777776,27381.463888888888,0.12587615283534778,1.1648202454806478,1.1162790697674418,0.966231527175112,1.13872915198576
2020-05-11,East,Dairy Products,214727.06,9,29752.21,0.24000000000000002,23858.562222222223,0.13855827020590697,0.49509843132774817,0.5413533834586466,0.46736311951056025,0.8682043858159171
2020-05-18,East,Dairy Products,460065.74,19,69525.83,0.21894736842105264,24213.986315789472,0.15112151146051434,1.1532221690346653,1.2357723577235773,1.2015698597165574,0.808007118389177
2020-05-25,East,Dairy Products,629246.52,21,91377.22,0.22666666666666666,29964.120000000003,0.14521688574455685,1.5463593304018186,1.3125,1.533979367072827,0.8572482647052594
2020-06-01,East,Dairy Products,321126.07,15,51029.909999999996,0.25,21408.404666666665,0.1589092719877897,0.7493998724303387,0.9022556390977443,0.8260997806614605,0.9643959050638037
2020-06-08,East,Dairy Products,417368.44,15,62373.75,0.2833333333333333,27824.56266666667,0.14944529586376967,1.0116576546620717,0.9302325581395349,1.0417963936211136,1.086091092828124
2020-06-15,East,Dairy Products,460152.24,16,75387.7,0.22625,28759.515,0.1638320830514701,1.124909970130412,1.0158730158730158,1.28583857773284,0.8619980361482406
2020-06-22,East,Dairy Products,357870.14,13,48523.95,0.27692307692307694,27528.472307692307,0.13559094368700333,0.8478734835463534,0.8125,0.785832696728272,1.0911566580735053
2020-06-29,East,Dairy Products,351473.81,13,54515.09,0.21846153846153846,27036.446923076925,0.155104273629947,0.8384837966856166,0.8253968253968254,0.8900228686847628,0.8609753374750102
2020-07-06,East,Dairy Products,378510.74,14,57673.46,0.21571428571428572,27036.481428571427,0.1523694149339065,0.9427327581452679,0.9256198347107438,0.956272316984509,0.8892766706665975
2020-07-13,East,Dairy Products,324963.46,13,48994.7,0.2469230769230769,24997.189230769232,0.1507698742498618,0.7700980892399364,0.8253968253968254,0.7679316097033247,1.0308346610096275
2020-07-20,East,Dairy Products,775618.55,23,98265.83,0.28130434782608693,33722.54565217392,0.12669350159301887,1.9146871152137328,1.5333333333333334,1.604746901347113,1.1574691236861805
2020-07-27,East,Dairy Products,498085.78,17,73152.77,0.2576470588235294,29299.163529411766,0.1468678146161892,1.1764358034934155,1.1147540983606556,1.1780678562728704,1.0311503879731798
2020-08-03,East,Dairy Products,247011.88999999998,12,38098.28,0.22916666666666666,20584.324166666665,0.15423662399409194,0.5544531957912653,0.7741935483870968,0.5873843306036137,0.913671324056154
2020-08-10,East,Dairy Products,368796.99,13,58063.79,0.24384615384615385,28368.99923076923,0.1574410626290632,0.8693719423904024,0.859504132231405,0.9391412392159363,0.999169827479955
2020-08-17,East,Dairy Products,452867.15,16,69700.35,0.21375,28304.196875,0.15390904374494815,1.0970846971577073,1.0847457627118644,1.168273562032909,0.8680263828750634
2020-08-24,East,Dairy Products,372647.56,16,54107.89,0.25625,23290.4725,0.1451985624164559,0.877507310251555,1.0578512396694215,0.8683934758252582,1.0750922414034467
2020-08-31,East,Dairy Products,254321.22,10,39567.58,0.236,25432.122,0.15558111902734661,0.5951641065531941,0.6451612903225806,0.6355509419834157,0.9708929633212803
2020-09-07,East,Dairy Products,594729.82,21,102012.13,0.22714285714285717,28320.467619047617,0.17152684558510958,1.444258374266,1.4,1.700375073556959,0.9248076738877303
2020-09-14,East,Dairy Products,476881.62,20,67220.62,0.275,23844.081,0.1409587142402343,1.0704176318248573,1.25,1.0089992915530372,1.1310431275231012
2020-09-21,East,Dairy Products,124063.26000000001,5,22513.91,0.194,24812.652000000002,0.1814712107355554,0.3039516445387499,0.32,0.3588421588066593,0.80049402179944
2020-09-28,East,Dairy Products,357282.34,14,50216.94,0.24214285714285716,25520.167142857146,0.14055253892481784,0.9885655010158322,0.9911504424778761,0.8902044619076811,1.0330570843934814
2020-10-05,East,Dairy Products,332639.53,13,53995.54,0.2330769230769231,25587.656153846157,0.16232448380383413,0.8865688769827841,0.9043478260869565,0.9321565122520407,0.9875451053428007
2020-10-12,East,Dairy Products,318951.63,14,44366.22,0.2785714285714286,22782.259285714284,0.13910015133015624,0.8604522409463038,0.9739130434782609,0.772703562559227,1.187075626317022
2020-10-19,East,Dairy Products,646492.51,24,91503.51,0.22375,26937.187916666666,0.14153839152753678,1.8265615627704976,1.6991150442477876,1.6866974194496354,0.9216428202643733
2020-10-26,East,Dairy Products,498494.78,16,64830.36,0.29562499999999997,31155.92375,0.13005223444867367,1.284216889977781,1.0578512396694215,1.100226529071231,1.2384247437511238
2020-11-02,East,Dairy Products,265219.29,11,37533.590000000004,0.25181818181818183,24110.844545454544,0.14151908030520707,0.6334473321254463,0.6929133858267716,0.6045769450413717,1.02297069027605
2020-11-09,East,Dairy Products,480220.45999999996,19,69064.75,0.29789473684210527,25274.761052631577,0.14381884103813486,1.2720966650553776,1.2991452991452992,1.2784421256766472,1.1951737967259184
2020-11-16,East,Dairy Products,370468.28,17,61032.799999999996,0.2247058823529412,21792.251764705885,0.1647450086684884,0.9802810498690235,1.1724137931034482,1.124964235916278,0.89130133499622
2020-11-23,East,Dairy Products,537933.01,26,68723.67,0.27884615384615385,20689.731153846154,0.12775507121230578,1.3161371084332498,1.625,1.1634677350799991,1.0894635485646038
2020-11-30,East,Dairy Products,376948.87,18,61154.380000000005,0.2833333333333333,20941.603888888887,0.16223521243079997,0.8739780680986124,1.0285714285714285,0.9963030274445942,1.0875015033138633
2020-12-07,East,Dairy Products,285140.26,9,41515.04,0.2588888888888889,31682.251111111113,0.14559515376748272,0.6527322121298893,0.496551724137931,0.6666281286450545,0.970282372088604
2020-12-14,East,Dairy Products,525532.33,20,82512.91,0.24,26276.616499999996,0.15700824723761525,1.2147815394591928,1.1428571428571428,1.3325779471457115,0.9078605787207827
2020-12-21,East,Dairy Products,291318.7,14,44628.95,0.28785714285714287,20808.47857142857,0.1531963104325263,0.6977782661938717,0.8235294117647058,0.734077832091988,1.0805893596885783
2020-12-28,East,Dairy Products,493207.87,20,82152.98999999999,0.23149999999999998,24660.3935,0.16656869242577169,1.2594760719325053,1.1940298507462686,1.4098492663848627,0.8722089877789699
2021-01-04,East,Dairy Products,379502.37,22,46425.01,0.2618181818181818,17250.107727272727,0.12233127819465266,0.903370108261328,1.2307692307692308,0.7271155646962485,0.9959673903137075
2021-01-11,East,Dairy Products,293812.71,10,49356.97,0.227,29381.271,0.16798786546708616,0.7210013532024702,0.547945205479452,0.808889066431491,0.8785894028819626
2021-01-18,East,Dairy Products,261577.67,12,45212.06,0.24749999999999997,21798.139166666668,0.17284372935962,0.6573550011112033,0.6906474820143885,0.759117133774153,0.9568713435195545
2021-01-25,East,Dairy Products,509047.53,20,80125.21,0.22999999999999998,25452.376500000002,0.15740221743144497,1.4008679437926563,1.28,1.4151449832104859,0.9028913169855756
2021-02-01,East,Dairy Products,586331.76,23,82836.21,0.27,25492.685217391303,0.14127873612031525,1.5434152241464774,1.4488188976377954,1.4042143699793577,1.0884001561837648
2021-02-08,East,Dairy Products,396375.21,15,59008.81,0.22599999999999998,26425.014000000003,0.1488710911058237,0.9493076395598097,0.851063829787234,0.9197665754941287,0.9059589892429735
2021-02-15,East,Dairy Products,187205.1,12,29925.16,0.255,15600.425000000001,0.1598522689819882,0.4663842208329912,0.7058823529411765,0.4888272233898451,1.029432003617561
2021-02-22,East,Dairy Products,441493.0,21,72683.62,0.2671428571428572,21023.47619047619,0.16463142110973447,1.1367478419842147,1.2537313432835822,1.2240358661022315,1.0966353234394473
2021-03-01,East,Dairy Products,335952.68,15,49455.51,0.26999999999999996,22396.845333333335,0.14720974989692,0.879645713372467,0.8888888888888888,0.8498002193211142,1.0884567434646457
2021-03-08,East,Dairy Products,388999.98,14,58307.98,0.22285714285714286,27785.712857142855,0.1498919871409762,1.03327057719447,0.875,0.9954338587490429,0.8947198623507905
2021-03-15,East,Dairy Products,687080.5,27,108119.4,0.26037037037037036,25447.425925925927,0.15736060039544128,1.7691259089086788,1.6363636363636365,1.8112175496764178,1.0475046331219326
2021-03-22,East,Dairy Products,523673.81,16,64001.25,0.3125,32729.613125,0.12221586945507167,1.1859610383822186,0.8707482993197279,0.9473563261351077,1.2491441049651164
2021-03-29,East,Dairy Products,616199.79,19,106673.45,0.22157894736842104,32431.567894736843,0.1731150379002888,1.3897498202509557,1.062937062937063,1.6275526428623495,0.8506438808054625
2021-04-05,East,Dairy Products,343914.0,12,43398.97,0.25916666666666666,28659.5,0.12619134434771484,0.7691717443647931,0.6906474820143885,0.6333591389526246,1.018612114418367
2021-04-12,East,Dairy Products,528249.81,17,89577.06,0.21647058823529414,31073.51823529412,0.1695732933628504,1.1990284767549804,1.0,1.3455935378746202,0.8371610385579035
2021-04-19,East,Dairy Products,416016.37,19,60460.81,0.26526315789473687,21895.598421052633,0.1453327665928146,0.8609691445327854,1.0780141843971631,0.8167382631414107,1.0453274711321519
2021-04-26,East,Dairy Products,551337.95,20,82910.23,0.2475,27566.8975,0.15038005274260552,1.1485947242642376,1.1510791366906474,1.1436003618172677,0.976231776933092
2021-05-03,East,Dairy Products,300449.34,12,40199.13,0.3025,25037.445000000003,0.13379669930378277,0.592679371362281,0.6666666666666666,0.5242374856986923,1.2065571655077372
2021-05-10,East,Dairy Products,402276.15,17,64797.33,0.21941176470588236,23663.302941176473,0.16107673795724653,0.811261110967717,0.9577464788732394,0.8707266079585071,0.8417264940957043
2021-05-17,East,Dairy Products,368179.81,12,51228.9,0.29333333333333333,30681.650833333333,0.1391409811417959,0.7999306659770055,0.7272727272727273,0.7424233072882395,1.1478560233011865
2021-05-24,East,Dairy Products,180514.66999999998,10,23695.28,0.253,18051.466999999997,0.13126512100096907,0.40949011842552313,0.625,0.35153210628146103,0.9993953962982356
2021-05-31,East,Dairy Products,454792.4,15,88227.08,0.20733333333333331,30319.493333333336,0.1939941828403465,1.1770986937590244,1.0084033613445378,1.5469353288226337,0.8064912781165238
2021-06-07,East,Dairy Products,352052.0,16,56284.42,0.218125,22003.25,0.1598753025121289,0.8796306721512617,1.0491803278688525,0.8985813531631535,0.8704057265722362
2021-06-14,East,Dairy Products,361501.0,16,60253.56,0.195,22593.8125,0.16667605345490052,0.955840208668198,1.0578512396694215,1.0304087287307453,0.7774861581770346
2021-06-21,East,Dairy Products,382397.39,15,56704.659999999996,0.24333333333333332,25493.159333333333,0.1482872568769363,1.0296441390668298,1.0169491525423728,0.9701480506898338,1.0054039958428853
2021-06-28,East,Dairy Products,285353.10000000003,12,43411.86,0.2608333333333333,23779.425000000003,0.15213382998117067,0.8146653123032727,0.8495575221238938,0.7868202649464298,1.0800346581315308
2021-07-05,East,Dairy Products,357795.48,15,58034.26,0.2533333333333333,23853.032,0.16219953365537207,1.027016692805739,1.0619469026548674,1.0442439345169643,1.072100467928912
2021-07-12,East,Dairy Products,381774.63,16,52863.56,0.29,23860.914375,0.13846797520306678,1.1136194843271725,1.1531531531531531,0.9658972699663223,1.2056384383864192
2021-07-19,East,Dairy Products,415114.56,17,60545.9,0.2711764705882353,24418.503529411766,0.1458534723523068,1.2048979648347944,1.182608695652174,1.1021504128519988,1.1293382719766867
2021-07-26,East,Dairy Products,488851.05,17,72068.69,0.22176470588235295,28755.944117647057,0.14742463987752508,1.3076213120764701,1.1147540983606556,1.2104112882519573,0.9149016579306266
2021-08-02,East,Dairy Products,384487.45999999996,16,47813.48,0.203125,24030.466249999998,0.12435640943920513,1.016880391470461,1.032258064516129,0.8312371700085953,0.831812108323767
2021-08-09,East,Dairy Products,558147.19,21,71628.1,0.3223809523809524,26578.437619047618,0.12833191904092542,1.460509114151657,1.3548387096774193,1.2686072891020037,1.3303892590053905
2021-08-16,East,Dairy Products,373749.39,16,51347.75,0.2975,23359.336875,0.1373855085087898,0.9188899326826284,0.9922480620155039,0.8870830491883407,1.152013992402139
2021-08-23,East,Dairy Products,377246.56,16,56992.31,0.251875,23577.91,0.15107443259389827,0.9299595473768575,0.9846153846153847,0.9961217669739331,0.9504206822575225
2021-08-30,East,Dairy Products,348744.26,16,46925.2,0.27687500000000004,21796.51625,0.13455475941023373,0.8360248823319061,0.9552238805970149,0.7965337139308251,1.0491884845409043
2021-09-06,East,Dairy Products,460851.67000000004,17,69874.48,0.22411764705882353,27108.921764705883,0.15162032503863984,1.1077782015411668,1.0074074074074073,1.2147198455994839,0.8399042432006194
2021-09-13,East,Dairy Products,472370.28,19,56015.68,0.2715789473684211,24861.59368421053,0.1185842597887403,1.1091133357686134,1.1176470588235294,0.9390806388093309,1.0501817776273958
2021-09-20,East,Dairy Products,499309.8,17,61660.11,0.3035294117647059,29371.16470588235,0.12349068654370493,1.1529913456397058,0.9855072463768116,1.0436147375114109,1.1735042760542786
2021-09-27,East,Dairy Products,163122.35,9,24178.15,0.2222222222222222,18124.705555555556,0.14822095194190127,0.37554356029153835,0.5217391304347826,0.41843639787390186,0.8264959037393635
2021-10-04,East,Dairy Products,531634.33,19,67628.36,0.2831578947368421,27980.754210526313,0.12720841409921743,1.3072138898489538,1.1603053435114503,1.2334701664837529,1.0438619834437268
2021-10-11,East,Dairy Products,308384.28,14,44543.15,0.25,22027.448571428573,0.1444404040309707,0.7645033605899452,0.8682170542635659,0.8198967544305852,0.9385898833199913
2021-10-18,East,Dairy Products,392087.1,18,45787.5,0.2727777777777778,21782.616666666665,0.11677889938230562,0.9921032931673155,1.1338582677165354,0.8562063295035378,1.0474552084363165
2021-10-25,East,Dairy Products,167410.48,8,31448.96,0.32125000000000004,20926.31,0.18785538396401466,0.4216219499444872,0.49612403100775193,0.6038983503692626,1.221332602592597
2021-11-01,East,Dairy Products,317446.27,11,45470.99,0.2527272727272727,28858.75181818182,0.14323995679646825,0.8478884050362292,0.7272727272727273,0.9068434803434312,0.9409784426021611
2021-11-08,East,Dairy Products,266199.22,11,34018.85,0.25,24199.92909090909,0.12779470202805254,0.7467634402357761,0.7652173913043478,0.7223972209488473,0.9185926955657315
2021-11-15,East,Dairy Products,535604.39,20,70752.08,0.251,26780.2195,0.13209764766864587,1.6196118509998192,1.4953271028037383,1.5955993423504977,0.9314992783888266
2021-11-22,East,Dairy Products,345010.64,15,44197.71,0.27266666666666667,23000.709333333336,0.12810535350446003,1.0291573278801809,1.0909090909090908,0.9718373548119051,1.037181711893253
2021-11-29,East,Dairy Products,283578.88,12,39591.49,0.21916666666666665,23631.573333333334,0.13961367644868333,0.7921815384831452,0.8275862068965517,0.8251501898149161,0.8141483712224982
2021-12-06,East,Dairy Products,447669.8,16,65982.38,0.204375,27979.3625,0.1473907330804982,1.3691666825386433,1.1743119266055047,1.4835388466221917,0.7824507508970038
2021-12-13,East,Dairy Products,309803.04,14,48646.55,0.21500000000000002,22128.78857142857,0.15702412087370093,0.8996073396233166,1.009009009009009,1.0316035553721463,0.8415023544942332
2021-12-20,East,Dairy Products,272018.51,10,40658.66,0.27399999999999997,27201.851000000002,0.14947019598041325,0.8142064508659546,0.7476635514018691,0.8557263086186776,1.103622941033998
2021-12-27,East,Dairy Products,418155.76,14,54868.42,0.2864285714285714,29868.268571428573,0.1312152677270307,1.2044824261568414,1.0275229357798166,1.1274756355788809,1.1817971490472219
2022-01-03,East,Dairy Products,299067.86,10,45194.66,0.219,29906.786,0.1511184117210054,0.8313097387408316,0.7142857142857143,0.9068037225681409,0.8881512840861429
2022-01-10,East,Dairy Products,370167.7,16,49322.25,0.259375,23135.48125,0.13324298689485872,1.0173254203683628,1.1531531531531531,0.9626390564635385,1.0686859087355722
2022-01-17,East,Dairy Products,444669.55,18,68566.73,0.29,24703.86388888889,0.15419704362486705,1.2957175137148267,1.3457943925233644,1.4120651969875466,1.1897363263960536
2022-01-24,East,Dairy Products,296177.35,13,43346.03,0.26692307692307693,22782.873076923075,0.14635160318640167,0.8327977575444591,0.9454545454545454,0.8399759766184304,1.08541428013523
2022-01-31,East,Dairy Products,572401.4,18,85181.01000000001,0.23666666666666666,31800.07777777778,0.14881342009296275,1.6023948690148453,1.2972972972972974,1.635793337879497,0.9395721227671461
