order_date,region,category,revenue,orders,units_sold,profit,avg_discount_rate,avg_order_value,profit_margin,revenue_ratio,orders_ratio,profit_ratio,discount_ratio,true_anomaly,scenario,if_prediction,if_anomaly_score,predicted_anomaly
2019-02-04,East,Dairy Products,20402.34,2,9,4028.62,0.09,10201.17,0.1974587228719843,0.3167012926643018,0.7733333333333333,0.3914490859278636,0.3615125352047648,False,,1,-0.10621551115064376,False
2019-02-05,East,Dairy Products,101171.18,3,11,17689.07,0.1766666666666666,33723.72666666666,0.1748429740564457,1.5463147197390554,1.1447368421052633,1.696321967930849,0.7042705278592376,False,,1,-0.14487620063579032,False
2019-02-07,East,Dairy Products,37219.93,1,9,3596.28,0.33,37219.93,0.0966224278229432,0.5762917214704014,0.3918918918918919,0.3470774750432274,1.3306143257710936,False,,1,-0.1204071023343552,False
2019-02-08,East,Dairy Products,109681.5,4,7,15192.35,0.2425,27420.375,0.138513331783391,1.6425311701983756,1.5466666666666666,1.4158433790035632,0.9934546653167896,False,,1,-0.15945461720077292,False
2019-02-09,East,Dairy Products,12523.55,1,9,1583.48,0.22,12523.55,0.1264401866882792,0.1836154057788546,0.3783783783783784,0.1442544016319323,0.8763901074146967,False,,1,-0.1399483848297548,False
2019-02-10,East,Dairy Products,32370.56,3,17,5575.46,0.1466666666666666,10790.186666666666,0.1722386019889677,0.4738980595439923,1.1666666666666663,0.5102563357511692,0.5817769697542088,False,,1,-0.1239493756457763,False
2019-02-11,East,Dairy Products,85774.98000000001,2,10,12204.66,0.21,42887.490000000005,0.1422869466131032,1.2119628864046608,0.7567567567567568,1.0770756156890675,0.85885388772579,False,,1,-0.13473300119776155,False
2019-02-13,East,Dairy Products,52864.89,2,11,8221.27,0.2299999999999999,26432.445,0.1555147471223339,0.8402959838091882,0.8,0.7956268848546704,0.967620764781008,False,,1,-0.19522003209658584,False
2019-02-14,East,Dairy Products,19996.17,1,9,2557.45,0.41,19996.17,0.1278969922740205,0.3070298769048717,0.4,0.2402858816986493,1.7755780682081816,False,,1,-0.13466225215200284,False
2019-02-15,East,Dairy Products,124354.39,4,21,13358.41,0.4275,31088.5975,0.1074221022675596,1.9128817918045544,1.588235294117647,1.2527551250215867,1.8555582348685795,False,,1,-0.07123337601472479,False
2019-02-16,East,Dairy Products,55502.18,4,17,5357.36,0.35,13875.545,0.0965252175680306,0.8740144401577653,1.611940298507463,0.5087385991778937,1.5314804310833807,False,,1,-0.09245644925858865,False
2019-02-17,East,Dairy Products,35842.74,1,1,5274.64,0.4,35842.74,0.1471606244388682,0.5851047236714265,0.409090909090909,0.5287058909744998,1.6847359800327588,False,,1,-0.1323291049200951,False
2019-02-18,East,Dairy Products,27586.44,1,8,3711.23,0.02,27586.44,0.1345309507134665,0.4343494066071027,0.4,0.367547029932351,0.0818952910207663,False,,1,-0.10126294226767935,False
2019-02-19,East,Dairy Products,52367.4,2,13,8000.349999999999,0.3399999999999999,26183.7,0.1527734812115934,0.8549434872640558,0.8,0.8445528273336009,1.3756231486164294,False,,1,-0.1846605210858127,False
2019-02-22,East,Dairy Products,45628.25,2,12,8579.17,0.26,22814.125,0.1880232093056385,0.7648392628619305,0.835820895522388,0.931337458485292,1.0779063741578858,False,,1,-0.17999532824296738,False
2019-02-23,East,Dairy Products,116492.65,3,11,18839.74,0.0933333333333333,38830.88333333333,0.1617247096705242,2.040213024522047,1.2857142857142856,2.138507925764146,0.3803008199607626,False,,1,-0.07871381774301855,False
2019-02-24,East,Dairy Products,143856.34,6,27,21094.82,0.1966666666666666,23976.056666666667,0.1466380974241385,2.478229263864572,2.557377049180328,2.3510321019118763,0.8252192156651784,False,,1,-0.07126214257236663,False
2019-02-25,East,Dairy Products,82643.45,3,13,9760.11,0.24,27547.816666666666,0.1180990145014517,1.457648274570439,1.3,1.1001660982365806,1.0179998912393278,False,,1,-0.1788101333394827,False
2019-02-26,East,Dairy Products,88848.05,4,18,18942.5,0.16,22212.0125,0.2132010775700761,1.534973552903668,1.7049180327868851,2.1248983133224595,0.6771935536382875,False,,1,-0.09934449650291782,False
2019-02-27,East,Dairy Products,69347.94,2,13,10756.83,0.36,34673.97,0.1551139082141445,1.135798584392981,0.8,1.155870731800458,1.525755270593349,False,,1,-0.15863552069349401,False
2019-02-28,East,Dairy Products,37686.42,2,11,4628.51,0.425,18843.21,0.1228163885028081,0.6312472649597036,0.8253968253968255,0.5157048126959933,1.8154435925520267,False,,1,-0.14163667036315825,False
2019-03-02,East,Dairy Products,92965.52,5,30,16631.13,0.166,18593.104,0.1788956808933032,1.5334229735152778,2.03125,1.8157935845255413,0.6885402818399362,False,,1,-0.10792359455679573,False
2019-03-03,East,Dairy Products,64558.01,3,14,12917.16,0.1966666666666666,21519.336666666662,0.2000860931122257,1.1067008159605292,1.2580645161290325,1.4743712624744056,0.8004174276024001,False,,1,-0.1604855336160977,False
2019-03-04,East,Dairy Products,50700.04,2,14,7230.69,0.285,25350.02,0.1426170472449331,0.8485088036886158,0.8333333333333334,0.8104619192103737,1.1458054140980969,False,,1,-0.19624403045643118,False
2019-03-05,East,Dairy Products,56661.04,2,5,11439.73,0.1999999999999999,28330.52,0.2018976354828644,0.8987833628018673,0.78125,1.2052032549515532,0.7943653021236031,False,,1,-0.17187293772119472,False
2019-03-06,East,Dairy Products,43096.67,2,6,4644.53,0.33,21548.335,0.1077700434859584,0.6588251609281099,0.7575757575757576,0.465480818886567,1.2949301522523935,False,,1,-0.17472845718413582,False
2019-03-07,East,Dairy Products,42587.19,1,1,8583.72,0.09,42587.19,0.2015563835040536,0.662259462890829,0.3846153846153846,0.8805168580984795,0.3517823639774859,False,,1,-0.1055640888398362,False
2019-03-08,East,Dairy Products,130311.99,4,17,25845.01,0.1775,32577.9975,0.1983317881953917,2.014661197384891,1.5384615384615383,2.614081739841508,0.7185071243523315,False,,1,-0.052268551778406946,False
2019-03-09,East,Dairy Products,147574.53,6,19,17690.670000000002,0.2466666666666666,24595.755,0.1198761737543734,2.2499680421952672,2.3076923076923075,1.7848671437190011,0.9611388196176224,False,,1,-0.05359767941690152,False
2019-03-10,East,Dairy Products,42069.36,1,7,5178.71,0.5,42069.36,0.1230993292980924,0.6651676371273353,0.3968253968253968,0.5424287454440347,1.974931535706762,False,,1,-0.07916077361059026,False
2019-03-11,East,Dairy Products,91280.62,3,26,13401.15,0.2666666666666666,30426.873333333333,0.1468126531130047,1.3867017775713506,1.164179104477612,1.3171828964339656,1.0655464767808205,False,,1,-0.17994665118302716,False
2019-03-12,East,Dairy Products,20384.53,1,2,2541.61,0.47,20384.53,0.1246832769752356,0.2909161932859456,0.3611111111111111,0.2371747454193866,1.902389662956332,False,,1,-0.11665653023475947,False
2019-03-13,East,Dairy Products,16827.59,2,18,3462.7,0.16,8413.795,0.205775158534288,0.2494097929795493,0.7536231884057971,0.3351740127429131,0.6226612782517588,False,,1,-0.11837379378539353,False
2019-03-14,East,Dairy Products,35183.36,2,13,7295.17,0.115,17591.68,0.2073471663877469,0.4990635132917936,0.7323943661971831,0.6763819674999744,0.4444334340781846,False,,1,-0.14100888720486598,False
2019-03-15,East,Dairy Products,12415.72,1,3,1859.7,0.29,12415.72,0.14978591656384,0.1772718001754427,0.3768115942028985,0.17431052957852,1.0693518649836902,False,,1,-0.1427726099743536,False
2019-03-16,East,Dairy Products,91853.08,6,33,16760.35,0.2983333333333333,15308.846666666666,0.1824691126307359,1.3630897201561796,2.260869565217392,1.6220748098263458,1.107936961386469,False,,1,-0.05445641833345016,False
2019-03-18,East,Dairy Products,95227.92,3,11,17848.46,0.1433333333333333,31742.64,0.1874288548988573,1.471948748517398,1.1571428571428573,1.787608185685437,0.5392976588628763,False,,1,-0.13795766026824557,False
2019-03-19,East,Dairy Products,106594.11,5,39,14965.97,0.188,21318.822,0.1404014724640977,1.5825363550659548,1.8,1.4238955310292236,0.7185391402821687,False,,1,-0.12269563862266408,False
2019-03-20,East,Dairy Products,59059.24,2,8,12427.04,0.28,29529.62,0.2104165241543914,0.9063131814836884,0.7323943661971831,1.1947871089489528,1.0969086662816103,False,,1,-0.14186873070750833,False
2019-03-21,East,Dairy Products,32975.77,1,3,5183.95,0.33,32975.77,0.1572048203878181,0.4944472765334031,0.3714285714285714,0.4764013396230623,1.3343355537699906,False,,1,-0.15286440400025064,False
2019-03-22,East,Dairy Products,40156.81,2,7,5181.110000000001,0.355,20078.405,0.1290219516938721,0.5785167417979223,0.7027027027027026,0.460370421050948,1.4843603420086309,False,,1,-0.17703933484002798,False
2019-03-25,East,Dairy Products,20817.07,1,1,4694.05,0.02,20817.07,0.2254904268468137,0.3026737032294586,0.3552631578947368,0.4173309948979591,0.0791421383033293,False,,1,-0.06525696172200512,False
2019-03-26,East,Dairy Products,16098.95,1,4,2813.12,0.31,16098.95,0.1747393463548864,0.2340737104023713,0.3552631578947368,0.2501043168196646,1.2267031437016045,False,,1,-0.1408811743654435,False
2019-03-27,East,Dairy Products,72403.17,3,7,8088.23,0.36,24134.39,0.1117109927645433,1.0392658281594755,1.054054054054054,0.7125926519801511,1.4261408364864523,False,,1,-0.15810901986710968,False
2019-03-28,East,Dairy Products,122903.73,6,45,23676.76,0.1383333333333333,20483.955,0.1926447635071775,1.86252247844687,2.1666666666666665,2.19100217969915,0.5542001592234007,False,,1,-0.012811172684565553,False
2019-03-29,East,Dairy Products,95058.69,3,12,14271.21,0.29,31686.23,0.1501305141066008,1.5564500660478306,1.164179104477612,1.412540969427564,1.1418763724475631,False,,1,-0.17075743531267112,False
2019-03-30,East,Dairy Products,36656.12,1,1,6010.88,0.43,36656.12,0.1639802575940934,0.6040871918197597,0.3880597014925372,0.598757910561898,1.6629068643248468,False,,1,-0.12062831886552294,False
2019-03-31,East,Dairy Products,57767.59,3,12,8629.05,0.3699999999999999,19255.86333333333,0.1493752811914085,0.9318854070033288,1.1304347826086958,0.8442469476311332,1.4354995150339471,False,,1,-0.16176559695633114,False
2019-04-01,East,Dairy Products,4490.24,1,3,967.72,0.08,4490.24,0.2155163198403649,0.0712975415638816,0.3714285714285714,0.0934438048158875,0.3136545276332654,False,,1,-0.053088622686359166,False
2019-04-02,East,Dairy Products,19025.69,1,9,2095.99,0.11,19025.69,0.110166306714763,0.302286509027143,0.3768115942028985,0.2013566885445802,0.4309500489715965,False,,1,-0.11846634841482045,False
2019-04-04,East,Dairy Products,7354.18,1,8,967.59,0.31,7354.18,0.1315700730740884,0.1236602323625501,0.3970588235294117,0.0991050552438664,1.209450184235243,False,,1,-0.11676269156844638,False
2019-04-06,East,Dairy Products,120638.83,4,14,20304.32,0.2375,30159.7075,0.1683066720723336,2.077939395823244,1.625,2.149860119820038,0.942916041025119,False,,1,-0.14017861856203467,False
2019-04-07,East,Dairy Products,18616.34,3,12,2184.35,0.3333333333333333,6205.446666666667,0.1173350937939466,0.3314843755050768,1.238095238095238,0.2415859492195251,1.3015292969238856,False,,1,-0.09981169922864902,False
2019-04-08,East,Dairy Products,9944.35,1,4,2260.56,0.1,9944.35,0.2273210415964844,0.1754376834431574,0.4098360655737705,0.2452439664099865,0.3950175124430516,False,,1,-0.07055351447072167,False
2019-04-09,East,Dairy Products,55935.45,2,8,11406.1,0.095,27967.725,0.2039154060618087,0.935294782512028,0.78125,1.1775350498917,0.3667198517679758,False,,1,-0.14478108611615087,False
2019-04-10,East,Dairy Products,63991.15,2,8,12546.63,0.09,31995.575,0.1960682063066533,1.1563830503306398,0.7936507936507936,1.4355421097294985,0.3392556479782876,False,,1,-0.13782430789555855,False
2019-04-11,East,Dairy Products,48717.72,1,1,5382.0,0.39,48717.72,0.1104731502213157,0.977636866616783,0.4310344827586207,0.6625802218203352,1.5033536350319945,False,,1,-0.08700858872444917,False
2019-04-12,East,Dairy Products,37969.17,2,18,8183.71,0.065,18984.585,0.2155356569553667,0.7535544154590116,0.8474576271186441,0.9775229131176852,0.2672477592303264,False,,1,-0.1215708335730537,False
2019-04-13,East,Dairy Products,31321.66,1,9,4340.83,0.47,31321.66,0.1385887593441727,0.6353898175276631,0.4310344827586207,0.5206264918374179,1.990232334923637,False,,1,-0.11454330978760596,False
2019-04-14,East,Dairy Products,43747.01,1,8,4743.75,0.25,43747.01,0.1084359822534157,0.8675054217539636,0.4310344827586207,0.5613028231659518,1.073176315714163,False,,1,-0.12576479476121166,False
2019-04-15,East,Dairy Products,98984.65,3,20,9723.68,0.3033333333333333,32994.88333333333,0.0982342211645947,1.9304970622834752,1.293103448275862,1.1254049808887816,1.323713379687545,False,,1,-0.13316018803394003,False
2019-04-17,East,Dairy Products,134550.21,5,39,16252.96,0.358,26910.042,0.120794757585291,2.569077743352211,2.192982456140351,1.8817069477751345,1.4808482475250253,False,,1,-0.07927908258374927,False
2019-04-18,East,Dairy Products,36179.39,2,13,4645.06,0.18,18089.695,0.1283896715782107,0.687060576239255,0.9259259259259258,0.5559029887735136,0.7439451133827459,False,,1,-0.17997782736932372,False
2019-04-19,East,Dairy Products,31217.59,1,4,4903.81,0.18,31217.59,0.1570848358249307,0.5928340796846161,0.4629629629629629,0.5868691976804269,0.7439451133827459,False,,1,-0.1580564851221825,False
2019-04-20,East,Dairy Products,56975.32000000001,2,15,14141.44,0.1,28487.660000000003,0.2482029061003957,1.0506020196965893,0.8928571428571428,1.7054189076049402,0.3991378622176099,False,,1,-0.07176845988720526,False
2019-04-22,East,Dairy Products,85289.70000000001,3,10,16003.77,0.0999999999999999,28429.900000000005,0.1876401253609755,1.695591247650448,1.4423076923076923,2.111789815357984,0.4061408496466574,False,,1,-0.12766226036170475,False
2019-04-24,East,Dairy Products,58650.42,2,9,9380.73,0.225,29325.21,0.1599431001517124,1.133921858408249,0.9411764705882352,1.1651042415974846,0.9693923346198726,False,,1,-0.19031305878170734,False
2019-04-25,East,Dairy Products,69644.11,2,12,5754.98,0.425,34822.055,0.0826341236897133,1.31240156768234,0.9259259259259258,0.6876131279865274,1.87373247509038,False,,1,-0.10563704694346465,False
2019-04-27,East,Dairy Products,150551.8,6,31,29317.98,0.205,25091.966666666664,0.1947368281216166,2.7583949992294543,2.727272727272727,3.4262104459873064,0.8722661901114799,False,,1,-0.0019313134781900887,False
2019-04-29,East,Dairy Products,52911.7,3,17,7094.849999999999,0.2566666666666666,17637.233333333334,0.1340884908252806,0.9437077437024614,1.3584905660377358,0.8155864021609952,1.094041381760057,False,,1,-0.18285653054017664,False
2019-04-30,East,Dairy Products,185693.86,8,43,23543.49,0.295,23211.7325,0.1267865830351095,3.245267638501408,3.622641509433962,2.63523053683184,1.242722990960419,False,,-1,0.03784495994597348,True
2019-05-01,East,Dairy Products,42150.42,2,11,3756.18,0.38,21075.21,0.0891137027816093,0.7584458493561849,0.92,0.4316415226760572,1.6163733316894249,False,,1,-0.13307983551630098,False
2019-05-02,East,Dairy Products,35597.84,1,6,6619.4,0.09,35597.84,0.1859494845754686,0.6324964033468197,0.4423076923076923,0.7565710519199096,0.3955036143043658,False,,1,-0.1260682173330439,False
2019-05-03,East,Dairy Products,133134.48,3,16,21339.26,0.2799999999999999,44378.16,0.1602834968071381,2.152764255840342,1.2105263157894737,2.2706980410953137,1.248344263883953,False,,1,-0.0635031433312957,False
2019-05-04,East,Dairy Products,31428.31,1,3,7724.41,0.12,31428.31,0.2457787262503138,0.4950829236745716,0.396551724137931,0.8114811462556242,0.5056025402253229,False,,1,-0.09068941584824936,False
2019-05-05,East,Dairy Products,59807.96000000001,2,16,4456.73,0.425,29903.980000000003,0.0745173384947421,0.9315674247451908,0.793103448275862,0.4587202607091967,1.7972604418839824,False,,1,-0.10386114228026316,False
2019-05-06,East,Dairy Products,147300.2,5,29,28480.01,0.1679999999999999,29460.04,0.1933467164335146,2.1960967216784466,1.9672131147540983,2.792187156540001,0.7050389065368811,False,,1,-0.02863017190600403,False
2019-05-07,East,Dairy Products,24864.71,2,12,3903.86,0.25,12432.355,0.1570040430795292,0.3652453725192483,0.7868852459016394,0.3724550072201125,1.0852199077563078,False,,1,-0.16112578823141727,False
2019-05-08,East,Dairy Products,82584.42,3,18,15289.7,0.15,27528.14,0.1851402480031947,1.2190306041136825,1.1904761904761905,1.4930707268883543,0.6298463174985304,False,,1,-0.15825406271108405,False
2019-05-09,East,Dairy Products,26167.69,1,10,2353.94,0.17,26167.69,0.0899559724224798,0.3802756142653082,0.390625,0.2227534795756349,0.7222568401971338,False,,1,-0.11891722516848718,False
2019-05-10,East,Dairy Products,31911.21,1,8,4890.29,0.4,31911.21,0.1532467744093689,0.4620636577310949,0.3968253968253968,0.4597758878714289,1.7238407171177383,False,,1,-0.13643252551926066,False
2019-05-11,East,Dairy Products,27147.06,2,14,2777.01,0.3349999999999999,13573.53,0.1022950551551438,0.3772103061959369,0.7692307692307692,0.2488937220284616,1.4313792514100152,False,,1,-0.1517223025124107,False
2019-05-12,East,Dairy Products,73274.35,2,7,10557.42,0.105,36637.175,0.1440807049124284,1.0352809703867087,0.78125,0.9779620929293996,0.442963212959838,False,,1,-0.13937579162374414,False
2019-05-14,East,Dairy Products,173192.4,6,38,26889.37,0.2716666666666666,28865.4,0.1552572168293758,2.5235215202799,2.34375,2.5892824574882627,1.0987973898506176,False,,1,-0.030434524396254825,False
2019-05-15,East,Dairy Products,155786.61,4,18,22132.34,0.2825,38946.6525,0.1420683074110156,2.224142671639207,1.5625,2.1119004544886524,1.135267641858222,False,,1,-0.06290111225391137,False
2019-05-16,East,Dairy Products,39627.91,1,3,7289.16,0.05,39627.91,0.1839400563895496,0.5530233295152329,0.3809523809523809,0.6789700836441143,0.208659363588941,False,,1,-0.10088834119626033,False
2019-05-17,East,Dairy Products,58252.78999999999,2,11,5866.77,0.16,29126.395,0.1007122577304881,0.7560347992964345,0.7058823529411764,0.5032248532373068,0.6652038341609886,False,,1,-0.14876709751074918,False
2019-05-18,East,Dairy Products,92071.17,3,17,14963.78,0.15,30690.39,0.1625240561187612,1.159336015849136,1.0434782608695652,1.2290200927767487,0.6258873982208571,False,,1,-0.16324542970257716,False
2019-05-19,East,Dairy Products,29175.56,2,7,5397.21,0.32,14587.78,0.1849907936642861,0.374883906432685,0.7142857142857143,0.4505211467917247,1.378874493694522,False,,1,-0.156195784282407,False
2019-05-20,East,Dairy Products,18120.63,4,18,4019.85,0.19,4530.157499999999,0.221838313568568,0.2423396518213826,1.4925373134328357,0.3476032260996743,0.8476340600184399,False,,1,-0.03193085805218587,False
2019-05-21,East,Dairy Products,10971.13,1,6,1200.77,0.3,10971.13,0.1094481607637499,0.1424648877622426,0.3676470588235294,0.1002544228266789,1.3455730646174089,False,,1,-0.12341806607797329,False
2019-05-22,East,Dairy Products,60688.54,3,15,7804.110000000001,0.3733333333333333,20229.51333333333,0.1285928117565524,0.7889038119958902,1.0869565217391306,0.6505071216689238,1.6334626491263893,False,,1,-0.15932198368120004,False
2019-05-23,East,Dairy Products,42390.85,2,3,5202.120000000001,0.305,21195.425,0.1227179922082242,0.5624105856079452,0.7042253521126761,0.4487642601000427,1.3137868650030151,False,,1,-0.1888159212676787,False
2019-05-24,East,Dairy Products,22959.59,1,5,6498.48,0.05,22959.59,0.2830398974894586,0.3149615795516639,0.3611111111111111,0.5806137017159189,0.212980913633509,False,,1,-0.039669011212856486,False
2019-05-25,East,Dairy Products,91277.71,3,13,13139.95,0.2433333333333333,30425.90333333333,0.143955736838709,1.2686220262103218,1.0833333333333333,1.2080422597166371,0.9920811227556646,False,,1,-0.1837385423954237,False
2019-05-26,East,Dairy Products,835.06,1,2,48.92,0.42,835.06,0.0585826168179532,0.0117853964971467,0.3648648648648648,0.0045861589137882,1.6970543486394134,False,,-1,0.025718712970197677,True
2019-05-28,East,Dairy Products,66097.48000000001,2,15,6265.77,0.3349999999999999,33048.740000000005,0.0947958984215434,0.9397543570546588,0.7297297297297297,0.5783620807659431,1.4299264880246618,False,,1,-0.14587789943342455,False
2019-05-29,East,Dairy Products,43706.01,2,4,8243.699999999999,0.14,21853.005,0.1886170803511919,0.6441306199800538,0.7466666666666667,0.7889857906839192,0.58112815951375,False,,1,-0.1647270905245551,False
2019-05-31,East,Dairy Products,780.09,1,8,196.01,0.16,780.09,0.2512658795779974,0.0120316512256623,0.3943661971830986,0.0203642861741232,0.6515889753472475,False,,-1,0.0025926344988029815,True
2019-06-01,East,Dairy Products,10143.39,2,8,1686.85,0.0999999999999999,5071.695,0.166300418301968,0.1572430583397295,0.8,0.1745098908569612,0.4142726801962862,False,,1,-0.08453728137233596,False
2019-06-02,East,Dairy Products,82502.20999999999,4,33,13913.27,0.17,20625.5525,0.1686411794302237,1.3745938322877165,1.7419354838709675,1.5202036125456582,0.7101049428873476,False,,1,-0.1572775612384424,False
2019-06-03,East,Dairy Products,97742.91,3,18,15944.28,0.1999999999999999,32580.97,0.1631246706282839,1.671187429129674,1.3278688524590163,1.7675834901318552,0.8648533219443183,False,,1,-0.16488065854762213,False
2019-06-04,East,Dairy Products,5014.429999999999,4,23,667.52,0.3875,1253.6074999999998,0.1331198162104167,0.0871402744463784,1.7419354838709675,0.075530998757469,1.6729739093356075,False,,1,-0.023452937385077366,False
2019-06-05,East,Dairy Products,74091.04000000001,3,12,12354.47,0.3333333333333333,24697.013333333336,0.1667471532320237,1.3309191729986616,1.2857142857142856,1.4428309741089436,1.4648834875077992,False,,1,-0.16882351037899013,False
2019-06-06,East,Dairy Products,21807.71,1,4,4086.73,0.37,21807.71,0.1873984017579104,0.3751852993326713,0.4153846153846153,0.4608869317022015,1.605120102830517,False,,1,-0.1179751268840008,False
2019-06-07,East,Dairy Products,124247.16,4,20,16171.42,0.1825,31061.79,0.1301552486189623,2.214910923750648,1.611940298507463,1.8530845489008132,0.7965138207877579,False,,1,-0.13332197227538772,False
2019-06-08,East,Dairy Products,81233.42,3,26,13847.579999999998,0.1066666666666666,27077.806666666667,0.1704665395104625,1.5216715793880289,1.2461538461538462,1.7033708719010725,0.4534242980844923,False,,1,-0.14691451572925823,False
2019-06-09,East,Dairy Products,80778.53,2,2,17534.96,0.19,40389.265,0.2170745122497277,1.5163665845002012,0.84375,2.1551546457687345,0.7926860674736029,False,,1,-0.09624505991465515,False
2019-06-10,East,Dairy Products,97550.95,3,15,15114.76,0.36,32516.983333333334,0.1549422122490862,1.77966652434293,1.2461538461538462,1.850270792941162,1.4944266495836005,False,,1,-0.14660229854981705,False
2019-06-12,East,Dairy Products,37430.89,1,4,4928.04,0.01,37430.89,0.1316570351386248,0.638060475363418,0.3970588235294117,0.5437563460406305,0.0433328875217333,False,,1,-0.07842091441533072,False
