order_date,region,category,revenue,orders,units_sold,profit,avg_discount_rate,avg_order_value,profit_margin,revenue_ratio,orders_ratio,profit_ratio,discount_ratio
2019-03-13,East,Dairy Products,16827.59,2,18,3462.7,0.16,8413.795,0.20577515853428802,0.24940979297954935,0.7536231884057971,0.3351740127429131,0.6226612782517588
2019-03-14,East,Dairy Products,35183.36,2,13,7295.17,0.115,17591.68,0.20734716638774695,0.49906351329179366,0.7323943661971831,0.6763819674999744,0.4444334340781846
2019-03-15,East,Dairy Products,12415.72,1,3,1859.7,0.29,12415.72,0.14978591656384005,0.17727180017544272,0.37681159420289856,0.17431052957852006,1.0693518649836902
2019-03-16,East,Dairy Products,91853.08,6,33,16760.35,0.29833333333333334,15308.846666666666,0.18246911263073592,1.3630897201561796,2.2608695652173916,1.6220748098263458,1.1079369613864687
2019-03-18,East,Dairy Products,95227.92,3,11,17848.46,0.14333333333333334,31742.64,0.18742885489885738,1.4719487485173979,1.1571428571428573,1.7876081856854367,0.5392976588628763
2019-03-19,East,Dairy Products,106594.10999999999,5,39,14965.97,0.188,21318.821999999996,0.1404014724640977,1.5825363550659548,1.8,1.4238955310292236,0.7185391402821687
2019-03-20,East,Dairy Products,59059.24,2,8,12427.04,0.28,29529.62,0.21041652415439144,0.9063131814836883,0.7323943661971831,1.1947871089489528,1.0969086662816103
2019-03-21,East,Dairy Products,32975.77,1,3,5183.95,0.33,32975.77,0.1572048203878181,0.49444727653340315,0.3714285714285714,0.4764013396230623,1.3343355537699906
2019-03-22,East,Dairy Products,40156.81,2,7,5181.110000000001,0.355,20078.405,0.12902195169387212,0.5785167417979223,0.7027027027027026,0.46037042105094805,1.4843603420086309
2019-03-25,East,Dairy Products,20817.07,1,1,4694.05,0.02,20817.07,0.2254904268468137,0.3026737032294586,0.35526315789473684,0.4173309948979591,0.07914213830332933
2019-03-26,East,Dairy Products,16098.95,1,4,2813.12,0.31,16098.95,0.17473934635488647,0.23407371040237135,0.35526315789473684,0.2501043168196646,1.2267031437016045
2019-03-27,East,Dairy Products,72403.17,3,7,8088.2300000000005,0.36000000000000004,24134.39,0.11171099276454333,1.0392658281594755,1.054054054054054,0.7125926519801511,1.4261408364864525
2019-03-28,East,Dairy Products,122903.73,6,45,23676.76,0.13833333333333334,20483.954999999998,0.19264476350717752,1.86252247844687,2.1666666666666665,2.19100217969915,0.5542001592234007
2019-03-29,East,Dairy Products,95058.69,3,12,14271.21,0.29,31686.23,0.15013051410660086,1.5564500660478306,1.164179104477612,1.412540969427564,1.1418763724475631
2019-03-30,East,Dairy Products,36656.12,1,1,6010.88,0.43,36656.12,0.16398025759409343,0.6040871918197597,0.38805970149253727,0.598757910561898,1.6629068643248468
2019-03-31,East,Dairy Products,57767.59,3,12,8629.05,0.36999999999999994,19255.86333333333,0.14937528119140853,0.9318854070033289,1.1304347826086958,0.8442469476311332,1.4354995150339471
2019-04-01,East,Dairy Products,4490.24,1,3,967.72,0.08,4490.24,0.2155163198403649,0.07129754156388167,0.3714285714285714,0.09344380481588754,0.31365452763326546
2019-04-02,East,Dairy Products,19025.69,1,9,2095.99,0.11,19025.69,0.11016630671476303,0.30228650902714305,0.37681159420289856,0.20135668854458022,0.4309500489715965
2019-04-04,East,Dairy Products,7354.18,1,8,967.59,0.31,7354.18,0.13157007307408847,0.12366023236255012,0.39705882352941174,0.09910505524386642,1.209450184235243
2019-04-06,East,Dairy Products,120638.82999999999,4,14,20304.32,0.2375,30159.707499999997,0.1683066720723336,2.077939395823244,1.625,2.149860119820038,0.942916041025119
2019-04-07,East,Dairy Products,18616.34,3,12,2184.35,0.3333333333333333,6205.446666666667,0.1173350937939466,0.33148437550507687,1.2380952380952381,0.24158594921952511,1.3015292969238856
2019-04-08,East,Dairy Products,9944.35,1,4,2260.56,0.1,9944.35,0.22732104159648442,0.1754376834431574,0.4098360655737705,0.24524396640998655,0.39501751244305167
2019-04-09,East,Dairy Products,55935.450000000004,2,8,11406.1,0.095,27967.725000000002,0.20391540606180875,0.9352947825120281,0.78125,1.1775350498916999,0.3667198517679758
2019-04-10,East,Dairy Products,63991.149999999994,2,8,12546.63,0.09,31995.574999999997,0.19606820630665334,1.1563830503306398,0.7936507936507936,1.4355421097294983,0.3392556479782876
2019-04-11,East,Dairy Products,48717.72,1,1,5382.0,0.39,48717.72,0.11047315022131578,0.977636866616783,0.4310344827586207,0.6625802218203352,1.5033536350319945
2019-04-12,East,Dairy Products,37969.17,2,18,8183.71,0.065,18984.585,0.2155356569553667,0.7535544154590116,0.8474576271186441,0.9775229131176852,0.26724775923032645
2019-04-13,East,Dairy Products,31321.66,1,9,4340.83,0.47,31321.66,0.1385887593441727,0.6353898175276631,0.4310344827586207,0.5206264918374179,1.990232334923637
2019-04-14,East,Dairy Products,43747.01,1,8,4743.75,0.25,43747.01,0.10843598225341572,0.8675054217539636,0.4310344827586207,0.5613028231659518,1.073176315714163
2019-04-15,East,Dairy Products,98984.65,3,20,9723.68,0.3033333333333333,32994.88333333333,0.09823422116459472,1.9304970622834752,1.293103448275862,1.1254049808887816,1.3237133796875453
2019-04-17,East,Dairy Products,134550.21,5,39,16252.96,0.358,26910.041999999998,0.12079475758529103,2.569077743352211,2.192982456140351,1.8817069477751343,1.4808482475250253
2019-04-18,East,Dairy Products,36179.39,2,13,4645.06,0.18,18089.695,0.1283896715782107,0.687060576239255,0.9259259259259258,0.5559029887735136,0.7439451133827459
2019-04-19,East,Dairy Products,31217.59,1,4,4903.81,0.18,31217.59,0.15708483582493077,0.5928340796846161,0.4629629629629629,0.5868691976804269,0.7439451133827459
2019-04-20,East,Dairy Products,56975.32000000001,2,15,14141.44,0.1,28487.660000000003,0.24820290610039572,1.0506020196965893,0.8928571428571428,1.7054189076049402,0.39913786221760994
2019-04-22,East,Dairy Products,85289.70000000001,3,10,16003.77,0.09999999999999999,28429.900000000005,0.18764012536097557,1.695591247650448,1.4423076923076923,2.1117898153579837,0.4061408496466574
2019-04-24,East,Dairy Products,58650.42,2,9,9380.73,0.225,29325.21,0.15994310015171245,1.1339218584082493,0.9411764705882353,1.1651042415974846,0.9693923346198726
2019-04-25,East,Dairy Products,69644.11,2,12,5754.98,0.425,34822.055,0.0826341236897133,1.31240156768234,0.9259259259259258,0.6876131279865274,1.87373247509038
2019-04-27,East,Dairy Products,150551.8,6,31,29317.98,0.205,25091.966666666664,0.19473682812161663,2.7583949992294543,2.727272727272727,3.4262104459873064,0.8722661901114799
2019-04-29,East,Dairy Products,52911.7,3,17,7094.849999999999,0.25666666666666665,17637.233333333334,0.1340884908252806,0.9437077437024614,1.3584905660377358,0.8155864021609952,1.094041381760057
2019-04-30,East,Dairy Products,185693.86000000002,8,43,23543.49,0.295,23211.732500000002,0.1267865830351095,3.245267638501408,3.622641509433962,2.63523053683184,1.242722990960419
2019-05-01,East,Dairy Products,42150.42,2,11,3756.1800000000003,0.38,21075.21,0.08911370278160931,0.7584458493561849,0.92,0.4316415226760572,1.6163733316894247
2019-05-02,East,Dairy Products,35597.84,1,6,6619.4,0.09,35597.84,0.18594948457546864,0.6324964033468197,0.44230769230769235,0.7565710519199096,0.3955036143043658
2019-05-03,East,Dairy Products,133134.48,3,16,21339.26,0.27999999999999997,44378.16,0.16028349680713813,2.152764255840342,1.2105263157894737,2.2706980410953137,1.248344263883953
2019-05-04,East,Dairy Products,31428.31,1,3,7724.41,0.12,31428.31,0.2457787262503138,0.4950829236745716,0.396551724137931,0.8114811462556242,0.5056025402253229
2019-05-05,East,Dairy Products,59807.96000000001,2,16,4456.73,0.425,29903.980000000003,0.07451733849474215,0.9315674247451908,0.793103448275862,0.45872026070919675,1.7972604418839824
2019-05-06,East,Dairy Products,147300.2,5,29,28480.01,0.16799999999999998,29460.04,0.19334671643351467,2.1960967216784466,1.9672131147540985,2.792187156540001,0.7050389065368811
2019-05-07,East,Dairy Products,24864.71,2,12,3903.86,0.25,12432.355,0.1570040430795292,0.3652453725192483,0.7868852459016394,0.37245500722011254,1.0852199077563078
2019-05-08,East,Dairy Products,82584.42,3,18,15289.699999999999,0.15,27528.14,0.18514024800319479,1.2190306041136825,1.1904761904761905,1.4930707268883545,0.6298463174985304
2019-05-09,East,Dairy Products,26167.69,1,10,2353.94,0.17,26167.69,0.0899559724224798,0.3802756142653082,0.390625,0.2227534795756349,0.7222568401971338
2019-05-10,East,Dairy Products,31911.21,1,8,4890.29,0.4,31911.21,0.15324677440936899,0.4620636577310949,0.3968253968253968,0.4597758878714289,1.7238407171177383
2019-05-11,East,Dairy Products,27147.06,2,14,2777.0099999999998,0.33499999999999996,13573.53,0.10229505515514385,0.3772103061959369,0.7692307692307692,0.24889372202846163,1.4313792514100152
2019-05-12,East,Dairy Products,73274.35,2,7,10557.42,0.10500000000000001,36637.175,0.14408070491242841,1.0352809703867087,0.78125,0.9779620929293997,0.44296321295983804
2019-05-14,East,Dairy Products,173192.4,6,38,26889.37,0.27166666666666667,28865.399999999998,0.15525721682937588,2.5235215202799,2.34375,2.5892824574882627,1.0987973898506176
2019-05-15,East,Dairy Products,155786.61,4,18,22132.34,0.2825,38946.6525,0.14206830741101564,2.224142671639207,1.5625,2.1119004544886524,1.135267641858222
2019-05-16,East,Dairy Products,39627.91,1,3,7289.16,0.05,39627.91,0.18394005638954966,0.5530233295152329,0.38095238095238093,0.6789700836441143,0.20865936358894108
2019-05-17,East,Dairy Products,58252.78999999999,2,11,5866.77,0.16,29126.394999999997,0.10071225773048811,0.7560347992964345,0.7058823529411764,0.5032248532373068,0.6652038341609886
2019-05-18,East,Dairy Products,92071.17,3,17,14963.78,0.15,30690.39,0.1625240561187612,1.1593360158491361,1.0434782608695652,1.2290200927767487,0.6258873982208571
2019-05-19,East,Dairy Products,29175.56,2,7,5397.21,0.32,14587.78,0.18499079366428614,0.374883906432685,0.7142857142857143,0.4505211467917247,1.3788744936945219
2019-05-20,East,Dairy Products,18120.629999999997,4,18,4019.85,0.19,4530.157499999999,0.221838313568568,0.2423396518213826,1.4925373134328357,0.34760322609967437,0.8476340600184399
2019-05-21,East,Dairy Products,10971.13,1,6,1200.77,0.3,10971.13,0.10944816076374995,0.1424648877622426,0.3676470588235294,0.10025442282667896,1.3455730646174089
2019-05-22,East,Dairy Products,60688.54,3,15,7804.110000000001,0.37333333333333335,20229.513333333332,0.1285928117565524,0.7889038119958902,1.0869565217391306,0.6505071216689238,1.6334626491263893
2019-05-23,East,Dairy Products,42390.85,2,3,5202.120000000001,0.305,21195.425,0.1227179922082242,0.5624105856079452,0.7042253521126761,0.4487642601000427,1.3137868650030153
2019-05-24,East,Dairy Products,22959.59,1,5,6498.48,0.05,22959.59,0.2830398974894586,0.31496157955166393,0.3611111111111111,0.5806137017159189,0.21298091363350904
2019-05-25,East,Dairy Products,91277.70999999999,3,13,13139.95,0.24333333333333332,30425.903333333332,0.14395573683870905,1.2686220262103218,1.0833333333333333,1.2080422597166371,0.9920811227556646
2019-05-26,East,Dairy Products,835.06,1,2,48.92,0.42,835.06,0.05858261681795321,0.011785396497146751,0.36486486486486486,0.00458615891378824,1.6970543486394134
2019-05-28,East,Dairy Products,66097.48000000001,2,15,6265.77,0.33499999999999996,33048.740000000005,0.09479589842154344,0.9397543570546587,0.7297297297297297,0.5783620807659431,1.4299264880246618
2019-05-29,East,Dairy Products,43706.01,2,4,8243.699999999999,0.14,21853.005,0.18861708035119193,0.6441306199800538,0.7466666666666667,0.7889857906839192,0.58112815951375
2019-05-31,East,Dairy Products,780.09,1,8,196.01,0.16,780.09,0.2512658795779974,0.012031651225662375,0.3943661971830986,0.0203642861741232,0.6515889753472475
2019-06-01,East,Dairy Products,10143.39,2,8,1686.85,0.09999999999999999,5071.695,0.16630041830196807,0.1572430583397295,0.8,0.17450989085696128,0.41427268019628627
2019-06-02,East,Dairy Products,82502.20999999999,4,33,13913.27,0.17,20625.552499999998,0.16864117943022378,1.3745938322877165,1.7419354838709677,1.5202036125456582,0.7101049428873476
2019-06-03,East,Dairy Products,97742.91,3,18,15944.28,0.19999999999999998,32580.97,0.16312467062828392,1.671187429129674,1.3278688524590165,1.7675834901318552,0.8648533219443183
2019-06-04,East,Dairy Products,5014.429999999999,4,23,667.52,0.3875,1253.6074999999998,0.13311981621041674,0.08714027444637848,1.7419354838709677,0.075530998757469,1.6729739093356075
2019-06-05,East,Dairy Products,74091.04000000001,3,12,12354.470000000001,0.3333333333333333,24697.013333333336,0.16674715323202374,1.3309191729986616,1.2857142857142856,1.4428309741089436,1.4648834875077992
2019-06-06,East,Dairy Products,21807.71,1,4,4086.73,0.37,21807.71,0.1873984017579104,0.3751852993326713,0.41538461538461535,0.4608869317022015,1.605120102830517
2019-06-07,East,Dairy Products,124247.16,4,20,16171.42,0.1825,31061.79,0.13015524861896238,2.2149109237506477,1.6119402985074627,1.8530845489008134,0.7965138207877579
2019-06-08,East,Dairy Products,81233.42,3,26,13847.579999999998,0.10666666666666667,27077.806666666667,0.17046653951046253,1.5216715793880287,1.2461538461538462,1.7033708719010725,0.4534242980844923
2019-06-09,East,Dairy Products,80778.53,2,2,17534.96,0.19,40389.265,0.21707451224972774,1.5163665845002012,0.84375,2.1551546457687345,0.7926860674736029
2019-06-10,East,Dairy Products,97550.95,3,15,15114.76,0.36000000000000004,32516.983333333334,0.15494221224908625,1.77966652434293,1.2461538461538462,1.850270792941162,1.4944266495836005
2019-06-12,East,Dairy Products,37430.89,1,4,4928.04,0.01,37430.89,0.1316570351386248,0.638060475363418,0.39705882352941174,0.5437563460406305,0.04333288752173332
2019-06-13,East,Dairy Products,38088.63,1,6,4867.9,0.44,38088.63,0.1278045442957649,0.6216410609840857,0.391304347826087,0.5113388676993795,1.8990275742640204
2019-06-14,East,Dairy Products,45030.869999999995,2,6,6667.8,0.135,22515.434999999998,0.14807175610864282,0.7405244080043046,0.7761194029850745,0.7033540023405536,0.5706543828749493
2019-06-15,East,Dairy Products,62567.92,2,9,6867.870000000001,0.27,31283.96,0.10976663440306152,1.043780483959798,0.7941176470588235,0.7375753749311031,1.1832814824834303
2019-06-16,East,Dairy Products,2409.24,1,8,451.14,0.2,2409.24,0.1872540718234796,0.0438524270776509,0.42857142857142855,0.05310150474273315,0.8531928900592496
2019-06-17,East,Dairy Products,74037.04999999999,2,14,5395.73,0.475,37018.524999999994,0.07287878163703174,1.4563427708942422,0.8852459016393444,0.6810173213455472,2.074683203019682
2019-06-18,East,Dairy Products,24325.11,3,21,2292.77,0.38999999999999996,8108.37,0.09425527777675002,0.4706207810249655,1.3064516129032258,0.28995096929104136,1.6448841447539702
2019-06-19,East,Dairy Products,44408.91,1,6,3859.91,0.44,44408.91,0.08691746768835353,0.8949980052445856,0.4426229508196722,0.5008407130807824,1.8442432082794307
2019-06-20,East,Dairy Products,146707.90999999997,4,16,19231.08,0.33,36676.97749999999,0.13108413854440434,2.9970314804124145,1.7999999999999998,2.6155876359535783,1.3167487684729065
2019-06-21,East,Dairy Products,16563.65,1,8,1440.62,0.18,16563.65,0.0869747911843102,0.3396179024216934,0.4426229508196722,0.19904912048480763,0.7108727450024378
2019-06-22,East,Dairy Products,39818.130000000005,2,9,4502.79,0.39,19909.065000000002,0.1130839142872857,0.8004437782229264,0.9310344827586206,0.6226559174584051,1.4858889934148636
2019-06-25,East,Dairy Products,75106.62,4,25,9911.42,0.2725,18776.655,0.13196466569791052,1.4159621856836824,1.8305084745762712,1.297681722150368,1.0498216409036862
2019-06-26,East,Dairy Products,42827.02,2,9,5821.32,0.175,21413.51,0.13592633809216706,0.7901684336536168,0.896551724137931,0.7578255838219795,0.6538922155688621
2019-06-27,East,Dairy Products,90825.45,5,26,11376.08,0.20600000000000002,18165.09,0.12525211821136037,1.7228955397628094,2.2727272727272725,1.524274408411234,0.766939687267312
2019-06-28,East,Dairy Products,40193.68,1,8,8207.22,0.2,40193.68,0.20419180328847716,0.7217706005212248,0.4310344827586207,1.0444711605151973,0.7613247049866769
2019-06-30,East,Dairy Products,63180.53,3,18,9746.98,0.2966666666666667,21060.176666666666,0.15427189357227614,1.125329080536484,1.2380952380952381,1.222038497990269,1.1663012524885967
2019-07-01,East,Dairy Products,57494.479999999996,2,14,4542.05,0.435,28747.239999999998,0.0789997578898009,1.0265229273899397,0.8387096774193549,0.5695647824819136,1.6947628680602385
2019-07-02,East,Dairy Products,89911.87,2,7,14550.630000000001,0.265,44955.935,0.16183213629079232,1.6053123012766393,0.8387096774193549,1.8246224526204702,1.0324417472091107
2019-07-03,East,Dairy Products,67910.54,2,7,11507.470000000001,0.285,33955.27,0.16945042698821128,1.162673023329344,0.8125,1.3794712364316908,1.0880790974278651
2019-07-06,East,Dairy Products,108231.38,3,19,10776.45,0.2966666666666667,36077.12666666667,0.09956862787853209,1.8230666173417853,1.2786885245901638,1.297488088008563,1.0529908306978226
2019-07-07,East,Dairy Products,50185.7,2,15,6831.110000000001,0.2,25092.85,0.1361166627146777,0.8154721612038047,0.8771929824561404,0.7932866478129704,0.7207034065247682
2019-07-08,East,Dairy Products,26958.84,2,20,4406.88,0.08499999999999999,13479.42,0.16346697409829206,0.44181050213264483,0.8888888888888888,0.5212048810130007,0.3088881037702518
2019-07-09,East,Dairy Products,44011.36,1,5,11965.99,0.09,44011.36,0.271884122644699,0.6810795682868914,0.42857142857142855,1.370060080436425,0.3307303628847037
2019-07-10,East,Dairy Products,117443.51999999999,5,41,16620.42,0.20400000000000001,23488.703999999998,0.1415184081676026,1.9085923681020025,2.2222222222222223,1.9917249236145258,0.7476521340765061
2019-07-11,East,Dairy Products,6131.3,1,10,1171.57,0.31,6131.3,0.19108019506466817,0.10344229095495752,0.45283018867924524,0.14734182739272841,1.1399096039426981
2019-07-12,East,Dairy Products,95241.7,5,34,16481.539999999997,0.13,19048.34,0.17304962007188027,1.649472639073684,2.307692307692308,2.1350987706678697,0.4854645885739478
